设备类别,标注json文件名称,data_path,json_path,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode1,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10484/10484_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode2,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10595/10595_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode3,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10656/10656_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode4,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10667/10667_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode5,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10678/10678_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode6,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10689/10689_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode7,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10700/10700_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode8,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10711/10711_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode9,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10722/10722_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode10,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10485/10485_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode11,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10496/10496_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode12,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10507/10507_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode13,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10518/10518_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode14,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10529/10529_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode15,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10540/10540_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode16,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10551/10551_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode17,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10562/10562_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode18,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10573/10573_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode19,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10584/10584_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode20,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10596/10596_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode21,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10607/10607_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode22,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10618/10618_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode23,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10629/10629_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode24,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10640/10640_cam_high.mp4,,,,,
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode25,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10651/10651_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10651,/10651,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode26,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10652/10652_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10652,/10652,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode27,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10653/10653_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10653,/10653,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode28,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10654/10654_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10654,/10654,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode29,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10655/10655_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10655,/10655,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode30,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10657/10657_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10657,/10657,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode31,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10658/10658_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10658,/10658,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode32,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10659/10659_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10659,/10659,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode33,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10660/10660_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10660,/10660,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode34,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10661/10661_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10661,/10661,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode35,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10662/10662_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10662,/10662,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode36,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10663/10663_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10663,/10663,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode37,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10664/10664_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10664,/10664,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode38,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10665/10665_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10665,/10665,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode39,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10666/10666_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10666,/10666,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode40,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10668/10668_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10668,/10668,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode41,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10669/10669_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10669,/10669,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode42,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10670/10670_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10670,/10670,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode43,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10671/10671_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10671,/10671,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode44,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10672/10672_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10672,/10672,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode45,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10673/10673_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10673,/10673,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode46,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10674/10674_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10674,/10674,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode47,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10675/10675_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10675,/10675,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode48,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10676/10676_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10676,/10676,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode49,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10677/10677_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10677,/10677,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode50,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10679/10679_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10679,/10679,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode51,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10680/10680_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10680,/10680,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode52,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10681/10681_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10681,/10681,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode53,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10682/10682_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10682,/10682,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode54,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10683/10683_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10683,/10683,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode55,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10684/10684_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10684,/10684,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode56,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10685/10685_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10685,/10685,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode57,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10686/10686_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10686,/10686,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode58,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10687/10687_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10687,/10687,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode59,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10688/10688_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10688,/10688,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode60,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10690/10690_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10690,/10690,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode61,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10691/10691_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10691,/10691,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode62,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10692/10692_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10692,/10692,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode63,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10693/10693_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10693,/10693,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode64,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10694/10694_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10694,/10694,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode65,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10695/10695_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10695,/10695,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode66,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10696/10696_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10696,/10696,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode67,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10697/10697_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10697,/10697,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode68,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10698/10698_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10698,/10698,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode69,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10699/10699_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10699,/10699,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode70,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10701/10701_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10701,/10701,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode71,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10702/10702_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10702,/10702,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode72,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10703/10703_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10703,/10703,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode73,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10704/10704_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10704,/10704,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode74,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10705/10705_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10705,/10705,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode75,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10706/10706_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10706,/10706,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode76,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10707/10707_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10707,/10707,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode77,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10708/10708_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10708,/10708,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode78,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10709/10709_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10709,/10709,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode79,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10710/10710_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10710,/10710,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode80,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10712/10712_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10712,/10712,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode81,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10713/10713_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10713,/10713,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode82,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10714/10714_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10714,/10714,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode83,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10715/10715_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10715,/10715,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode84,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10716/10716_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10716,/10716,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode85,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10717/10717_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10717,/10717,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode86,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10718/10718_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10718,/10718,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode87,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10719/10719_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10719,/10719,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode88,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10720/10720_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10720,/10720,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode89,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10721/10721_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10721,/10721,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode90,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10723/10723_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10723,/10723,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode91,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10724/10724_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10724,/10724,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode92,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10725/10725_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10725,/10725,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode93,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10726/10726_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10726,/10726,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode94,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10727/10727_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10727,/10727,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode95,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10728/10728_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10728,/10728,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode96,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10729/10729_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10729,/10729,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode97,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10730/10730_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10730,/10730,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode98,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10731/10731_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10731,/10731,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode99,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10732/10732_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10732,/10732,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode100,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10486/10486_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10486,/10486,_cam_high.mp4
,,/docker/1.上传数据/WD14T/PIKA/task_basket_storage_orange_1000_5.14/task_left_yellow_orange_250/episode101,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10487/10487_cam_high.mp4,,,data/manual-upload/RoboBrain_Robotic_pika/videos/train/10487,/10487,_cam_high.mp4
